Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Always,Always,Often,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,"Orange (West - A2), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to library","Fastest transportation method, I don't have a personal vehicle",Never,Always,Often,Always,Never,Never,Never,Never,5.0,16–20 minutes,Yes,5.0,Better route coverage,1.0,Kullanma sebebime ekleme olarak gece güvenlik sorununu eklemek istiyorum. Ayrıca şu anki mor ve lacivert ringlerin efficient olmadığını düşünüyorum. Batıya gitmeden önce bütün kampüsü dolaşmak yerine kapılardan birinden batı yurtlara sonra kampüs turu sonre tekrar batı yurtlar yapması mantıklı olur. Şu anki sisteme akiam ringleri a1de doluyo(ilk durak) sonra doğuda biraz boşalıyor. Ben genrlde kütüphaneden yurda gitmek için kkmden biniyorum. 4 5 kişilik yer oluyor ve o da doluyor kkmde. Sonrasınds bölümler duraklarından geçmesi mantıksız çünkü yer olmadığı için inssnlar o duraklardan binemiyor. Onun yerine kampüs dışından batıya giden insanları batıya bıraktığı sonra doğudan ve bölümlerden batıya giden insanları 2. Turda batıya bıraktığı bir hat düzenlemesi daha yararlı olabilir. Eski a2den kalkan gri ringler bu açıdan daha verimliydi. Ayrıca mor ringlerin bu hali zaman açısından çok uzun. Kütüphaneden batıya yürüsen 20 dk ringle daha uzun. Köpeklerden korkmasam ve geceleri çok soğuk olmasa asla mor ringleri kullanmazdım.,Industrial Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Always,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Unsatisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Orange (West - A2), Yellow (A2 - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Free, I don't have a personal vehicle",Rarely,Often,Often,Always,Never,Sometimes,Always,Rarely,5.0,11–15 minutes,Yes,5.0,Better route coverage,2.0,"Gündüz saatlerinde bölümlerden batıya giden ring yok ve akşam saatlerinde de yurtlardan kapılara giden ring yok, bunların iyileştirilmesi gerektiğini düşünüyorum ",Psikoloji
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Sometimes,Sometimes,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Never,Always,Sometimes,Always,Never,Never,Never,Never,5.0,5–10 minutes,Yes,5.0,More frequent buses,3.0,"sarı kırmızı ringin batıya gitmesi gerekiyor gündüz hiçbir şekilde batıya dönemiyoruz bölümlerden
Akşam beş buçuk sekiz buçuk arası batidan herhangi bir cikisa gidilmiyor bunun da halledilmesi lazim",International Relations
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Sometimes,Often,Sometimes,Never,Very rarely,Late hours (19:00–23:00),Unsatisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Unsatisfied,Purple (A1 - A1),"Going to East Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Rarely,Never,Always,Sometimes,Never,Rarely,1.0,11–15 minutes,Yes,,Better real-time tracking,3.0,ring hatları ve seferleri hala karısık anlık takip de zor,Biyoloji
Male,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Often,Always,Sometimes,Often,More than once a day,"Morning (08:00–11:00), Late evening (19:00-23:00)",Neutral,Rarely (once or twice a month),Late (19:00–23:00),Very dissatisfied,"Brown (A1 - A1), Purple (A1 - A1)","To get to department, To get to A1 Entrance",Most convenient,Sometimes,Sometimes,Often,Rarely,Rarely,Always,Often,Sometimes,1.0,11–15 minutes,Yes,5.0,Extended service hours,4.0,,Computer Engineering
Other,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Always,Often,Sometimes,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Noon (11:00–15:00)",Neutral,Nadiren (ayda 1–2 kez),,,"Yellow (A2 - East), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to bus station","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Rarely,Sometimes,Always,Rarely,Rarely,Sometimes,Never,Never,1.0,11–15 minutes,Yes,1.0,More frequent buses,4.0,,Psikoloji
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Sometimes,Always,Always,Never,Haftada 1–2 kez,Afternoon (15:00–19:00),Satisfied,Nadiren (ayda 1–2 kez),Noon (11:00–15:00),Satisfied,Brown (A1 - A1),Going to Gate A1,Most convenient transportation method,Rarely,Often,Sometimes,Rarely,Often,Often,Never,Never,5.0,5–10 minutes,Yes,1.0,Better real-time tracking,4.0,,International Relations
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Sometimes,Never,Once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),Morning (08:00–11:00),Neutral,"Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to library",I don't have a personal vehicle,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,,Always,5.0,16–20 minutes,Yes,3.0,Better route coverage,1.0,"Akşam mor ring rotası yeniden planlanmalı batı yurttan doğu yurtlara gidilmiyor dondurucu soğukta zifiri karanlıkta (lambalar da çalışmıyor) inşaattan ya da devrim kavşağından yürüyoruz, akşam dokuzdan sonra kadınlara durak yok uygulaması olsa ne olacak ring batı yurtlardan doğuya giderken ki dönüşünde doğu yurtlar durağından geçmiyor bile. 

Duraksız ring uygulamasını kampüs içi kadınlara yönelik taciz sorununu çözmekten ziyade sorunun asıl kaynağını gözardı etmeye yarayan bir tür reklam/ yara bandı olduğunu düşünüyorum. Okul yönetimi önce tacizci olduğu kesinleşen onlarca bireylere uzaklaştırma versin işlem başlatsın.

Mor ring rotasından daha kötü lacivert ringle asla hiçbir metro hattına gidemiyorsunuz kahverengi ringe aktarma yapmadıkça ki bu bile süreci oldukça uzatıyor kullanıcı için, bunun dışında iki dakika geç kalsa lacivert ring aktarma yapmaya kahverengi a1 ringine binemiyorsunuz, lacivert ringe ek 20 dakika daha beklemek durumundasınız en iyi ihtimalle.",Statistics
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Always,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),Late hours (19:00–23:00),Neutral,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A2, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Often,Rarely,Always,Never,Rarely,3.0,11–15 minutes,Yes,5.0,More frequent buses,1.0,,International Relations
Male,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Never,Always,Always,Rarely,Never,More than once a day,"Morning (08:00–11:00), Evening (15:00-19:00)",Satisfied,Often (every weekend),"Morning (08:00–11:00), Evening (15:00–19:00), Late (19:00–23:00)",Neutral,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","To get to West dormitory, To get to East dormitory, To get to department, To get to A1 Entrance, To get to A2 Entrance, To get to dining facilities","Most convenient, It's free, Fastest, No private car",Often,Often,Sometimes,Sometimes,Never,Often,Never,Never,5.0,5–10 minutes,Yes,5.0,More frequent buses,4.0,,Mechanical Engineering
Other,Off-campus (within walking distance),Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Always,Sometimes,Often,Never,Once a day,Morning (08:00–11:00),Neutral,Never use it,,,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to library, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, Hard to find parking",Always,Often,Often,Sometimes,Rarely,Sometimes,Never,Never,2.0,5–10 minutes,Yes,2.0,More frequent buses,3.0,,Food Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Always,Rarely,Always,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to cafeteria, Going to bazaar/marketplace, Going to A4 exit","Most convenient transportation method, Free, I don't have a personal vehicle",Often,Always,Always,Often,Never,Sometimes,Rarely,Rarely,4.0,16–20 minutes,Yes,2.0,Daha uzun hizmet saatleri,3.0,"01.00 metrosuyla okula gelenler için ek bir mor ring oluşturulmalı. Sarı ring saatleri 2021-2022'deki gibi, 5 dakikada bir olmalı.",Psikoloji
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Rarely,Often,Sometimes,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Turquoise (West - A2), Orange (West - A2), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to Gate A2",I don't have a personal vehicle,Sometimes,Often,Often,Rarely,Often,Sometimes,Rarely,Never,1.0,16–20 minutes,Yes,1.0,Daha uzun hizmet saatleri,2.0,"Akşam saatlerinde 19dan sonra daha sık aralıklarla metroya giden ring seferi ihtiyacının olduğunu düşünüyorum. Yoksa akşamları soğukta zor oluyor gerçekten , teşekkürler…",Civil Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Never,Always,Often,Sometimes,Never,Haftada 3–4 kez,Morning (08:00–11:00),Neutral,Sometimes (a few times a month),Afternoon (15:00–19:00),Unsatisfied,"Turquoise (West - A2), Orange (West - A2)",Reaching my department,"Most convenient transportation method, Free",Rarely,Often,Sometimes,Always,Rarely,Rarely,Rarely,Never,2.0,5–10 minutes,Yes,1.0,Better route coverage,3.0,,Economics
Female,Off-campus (within walking distance),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Sometimes,Always,Sometimes,Never,Haftada 3–4 kez,Morning (08:00–11:00),Unsatisfied,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Sometimes,Often,Often,Often,Always,Sometimes,Often,Sometimes,2.0,11–15 minutes,Yes,1.0,Daha uzun hizmet saatleri,2.0,"yeni duraklar eklenerek ve saatler esnetilerek yaklaşan kış için biz öğrencilere olunmalı, gece seferleri sayesinde güvenli bir kampüs ortamı oluşturulmalı",Felsefe
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Sometimes,Sometimes,Often,Often,Never,Once a day,Morning (08:00–11:00),Very Unsatisfied,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Always,Often,Often,Often,Often,Often,Rarely,Never,3.0,20 dakikadan fazla,Yes,3.0,More frequent buses,3.0,gece ringleri!!!!!,Political Science and Public Administration
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Rarely,Never,Once a day,Morning (08:00–11:00),Neutral,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,"Turquoise (West - A2), Orange (West - A2)","Going to West Dorms, Going to Gate A1, Going to Gate A2",I don't have a personal vehicle,Sometimes,Always,Often,Always,Often,Sometimes,Often,Never,2.0,16–20 minutes,Yes,2.0,Better route coverage,2.0,,Mining Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Always,Sometimes,Never,Once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Satisfied,Sometimes (a few times a month),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Unsatisfied,Red (East - A2),"Going to East Dorms, Reaching my department","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Sometimes,Often,Sometimes,Never,Rarely,Never,Never,4.0,11–15 minutes,Not sure,4.0,Daha uzun hizmet saatleri,3.0,Gece saatlerinde de ring olmalı a1 ve a2 yi gezen en azından 1 saat ara ile,Economics
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Often,Always,Often,Sometimes,Never,Haftada 1–2 kez,"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,Yellow (A2 - East),"Going to West Dorms, Going to Gate A1","Free, I don't have a personal vehicle",Rarely,Sometimes,Often,Rarely,Often,Often,Never,Never,3.0,5–10 minutes,Yes,5.0,Daha uzun hizmet saatleri,3.0,,Psikoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Often,Sometimes,Never,Haftada 3–4 kez,Morning (08:00–11:00),Neutral,Nadiren (ayda 1–2 kez),Afternoon (15:00–19:00),Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,Rarely,3.0,5 dakikadan az,Yes,1.0,More frequent buses,3.0,,Economics
Male,Off-campus (within walking distance),Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Rarely,Often,Often,Never,Very rarely,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Always,Often,Rarely,Often,Rarely,Never,3.0,11–15 minutes,Yes,3.0,Daha uzun hizmet saatleri,3.0,24 saat ring sistemi ve ders saatlerine göre sıklaştırılmış ringler daha da iyi olurdu.,Computer Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Always,Always,Rarely,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,Sometimes (a few times a month),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1",Fastest transportation method,Rarely,Often,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,4.0,11–15 minutes,Yes,5.0,More frequent buses,3.0,,International Relations
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Sometimes,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Nadiren (ayda 1–2 kez),Morning (08:00–11:00),Neutral,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy (East - East)","Going to East Dorms, Going to Gate A1","Most convenient transportation method, Free",Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,3.0,5–10 minutes,Yes,3.0,Daha uzun hizmet saatleri,3.0,,Economics
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Architecture,,,,Rarely,Often,Always,Rarely,Never,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Always,Often,Often,Rarely,Rarely,Never,Sometimes,3.0,11–15 minutes,Yes,5.0,More frequent buses,3.0,,City and Regional Planning
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Always,Often,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,"Turquoise (West - A2), Orange (West - A2), Yellow (A2 - East), Red (East - A2)","Going to West Dorms, Reaching my department, Going to Gate A2, Going to School of Foreign Languages",Free,Always,Always,Always,Sometimes,Always,Sometimes,Rarely,Never,1.0,11–15 minutes,Yes,2.0,More frequent buses,2.0,,Mining Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Always,Often,Never,Rarely,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Going to Gate A1, Going to Gate A2","Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Never,Always,Sometimes,Often,Rarely,Often,Sometimes,Rarely,5.0,5–10 minutes,Yes,4.0,Better route coverage,3.0,A1 kapısına giden ringlerde doğu yurtları durağının da olması ve hafta sonu ring sıklığının artması çok faydalı olurdu,Sosyoloji
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Education,,,,Sometimes,Often,Often,Sometimes,Rarely,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to Gate A1, Going to library, Going to cafeteria",I don't have a personal vehicle,Often,,Always,Rarely,Sometimes,Often,Rarely,Always,4.0,16–20 minutes,Yes,4.0,More frequent buses,3.0,,Mathematics and Science Education
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Often,Never,Haftada 3–4 kez,Noon (11:00–15:00),Unsatisfied,Sometimes (a few times a month),Morning (08:00–11:00),Very Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to Gate A1, Going to library","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Never,3.0,11–15 minutes,Yes,4.0,More frequent buses,3.0,,Petroleum and Natural Gas Engineering
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Rarely,Never,Never,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Often,Often,Sometimes,Rarely,Never,Often,Rarely,Rarely,4.0,20 dakikadan fazla,Yes,3.0,More frequent buses,3.0,hafta içi 17.30 ve 20.30 arası doğu yurtlara gitmek için ring olması,Environmental Engineering
Other,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Always,Rarely,Sometimes,Never,Once a day,Morning (08:00–11:00),Dissatisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Midday (11:00–15:00)",Very dissatisfied,Brown (A1 - A1),To get to department,"Most convenient, It's free, No private car",Always,Always,Often,Rarely,Rarely,Rarely,Sometimes,Always,3.0,11–15 minutes,Yes,3.0,Improved punctuality,1.0,Just make them follow a properly defined schedule man...,Geological Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Sometimes,Sometimes,Never,Once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1",Free,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Rarely,2.0,5–10 minutes,Yes,2.0,Daha uzun hizmet saatleri,2.0,"Gündüz bölümlerden ve doğudan batıya giden ring yok. Haftasonu ring seferleri çok seyrek, batıdan ulaşım çok zor oluyor. Sınav dönemlerinde geçe kadar çalışıldığı için ringe binilemiyor. ",Biyoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Always,Often,Never,Once a day,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Free, Better for the environment, I don't have a personal vehicle",Rarely,Often,Sometimes,Sometimes,Never,Rarely,Never,Rarely,5.0,5–10 minutes,Yes,5.0,More frequent buses,2.0,,Industrial Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Often,Often,Sometimes,Never,Haftada 3–4 kez,Late hours (19:00–23:00),Unsatisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East)","Going to West Dorms, Reaching my department, Going to library","Free, I don't have a personal vehicle",Often,Always,Often,Sometimes,Often,Often,Rarely,Sometimes,2.0,5–10 minutes,Yes,3.0,Daha uzun hizmet saatleri,3.0,,Psikoloji
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Never,Sometimes,Often,Never,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Unsatisfied,Never use it,,,"Yellow (A2 - East), Navy (East - East)","Going to East Dorms, Reaching my department",I don't have a personal vehicle,Rarely,Often,Often,Often,Rarely,Often,Often,Never,3.0,11–15 minutes,Yes,3.0,More frequent buses,2.0,,Business Administration
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Sometimes,Often,Always,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Orange (West - A2),"Going to West Dorms, Reaching my department, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Often,Rarely,2.0,5–10 minutes,Yes,5.0,Daha uzun hizmet saatleri,3.0,Sefer saatleri uzatılmalı ,Mathematics and Science Education
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Rarely,Always,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,3.0,11–15 minutes,Yes,4.0,Better route coverage,3.0,,Mathematics and Science Education
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Never use it,,Neutral,"Brown (A1 - A1), Purple (A1 - A1)","Going to Gate A1, Going to sports/recreation facilities","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Often,Often,Sometimes,Often,Rarely,Rarely,3.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Mining Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Very Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, Fastest transportation method, Better for the environment",Often,Often,Always,Sometimes,Never,Rarely,Rarely,Rarely,4.0,11–15 minutes,Yes,2.0,More frequent buses,2.0,,Molecular Biology and Genetics
